uf,city,estimated_population
PR,Iguaraçu,4404
PR,Iguatu,2256
PR,Imbaú,13111
PR,Imbituva,32564
PR,Inácio Martins,11125
PR,Inajá,3109
PR,Indianópolis,4457
PR,Ipiranga,15172
PR,Iporã,13926
PR,Iracema do Oeste,2288
PR,Irati,60727
PR,Iretama,10169
PR,Itaguajé,4466
PR,Itaipulândia,11176
PR,Itambaracá,6582
PR,Itambé,6108
PR,Itapejara d'Oeste,11964
PR,Itaperuçu,28634
PR,Itaúna do Sul,2865
PR,Ivaí,13879
PR,Ivaiporã,31984
PR,Ivaté,8185
PR,Ivatuba,3259
PR,Jaboti,5274
PR,Jacarezinho,39378
PR,Jaguapitã,13620
PR,Jaguariaíva,34857
PR,Jandaia do Sul,21176
PR,Janiópolis,5245
PR,Japira,4994
PR,Japurá,9425
PR,Jardim Alegre,11328
PR,Jardim Olinda,1331
PR,Jataizinho,12588
PR,Jesuítas,8412
PR,Joaquim Távora,11908
PR,Jundiaí do Sul,3292
PR,Juranda,7340
PR,Jussara,7013
PR,Kaloré,4100
PR,Lapa,48163
PR,Laranjal,5852
PR,Laranjeiras do Sul,32073
PR,Leópolis,3954
PR,Lidianópolis,3310
PR,Lindoeste,4676
PR,Loanda,23086
PR,Lobato,4787
PR,Londrina,569733
PR,Luiziana,7262
PR,Lunardelli,4794
PR,Lupionópolis,4920
PR,Mallet,13630
PR,Mamborê,13132
PR,Mandaguaçu,22819
PR,Mandaguari,34400
PR,Mandirituba,26869
PR,Manfrinópolis,2571
PR,Mangueirinha,16714
PR,Manoel Ribas,13502
PR,Marechal Cândido Rondon,52944
PR,Maria Helena,5677
PR,Marialva,35496
PR,Marilândia do Sul,8836
PR,Marilena,7076
PR,Mariluz,10345
PR,Maringá,423666
PR,Mariópolis,6610
PR,Maripá,5603
PR,Marmeleiro,14367
PR,Marquinho,4405
PR,Marumbi,4679
PR,Matelândia,17943
PR,Matinhos,34720
PR,Mato Rico,3272
PR,Mauá da Serra,10601
PR,Medianeira,46198
PR,Mercedes,5536
PR,Mirador,2213
PR,Miraselva,1806
PR,Missal,10702
PR,Moreira Sales,12121
PR,Morretes,16406
PR,Munhoz de Melo,3984
PR,Nossa Senhora das Graças,4008
PR,Nova Aliança do Ivaí,1543
PR,Nova América da Colina,3445
PR,Nova Aurora,10472
PR,Nova Cantu,5302
PR,Nova Esperança,27904
PR,Nova Esperança do Sudoeste,5046
PR,Nova Fátima,8153
PR,Nova Laranjeiras,11554
PR,Nova Londrina,13213
PR,Nova Olímpia,5806
PR,Nova Santa Bárbara,4249
PR,Nova Santa Rosa,8219
PR,Nova Prata do Iguaçu,10548
PR,Nova Tebas,5649
PR,Novo Itacolomi,2844
PR,Ortigueira,22141
PR,Ourizona,3428
PR,Ouro Verde do Oeste,5996
PR,Paiçandu,41281
PR,Palmas,50986
PR,Palmeira,33877
PR,Palmital,13172
PR,Palotina,31846
PR,Paraíso do Norte,13830
PR,Paranacity,11472
PR,Paranaguá,154936
PR,Paranapoema,3203
PR,Paranavaí,88374
PR,Pato Bragado,5610
PR,Pato Branco,82881
PR,Paula Freitas,5873
PR,Paulo Frontin,7354
PR,Peabiru,13996
PR,Perobal,6127
PR,Pérola,11234
PR,Pérola d'Oeste,6347
PR,Piên,12746
PR,Pinhais,132157
PR,Pinhalão,6326
PR,Pinhal de São Bento,2731
PR,Pinhão,32391
PR,Piraí do Sul,25463
PR,Piraquara,113036
PR,Pitanga,30310
PR,Pitangueiras,3224
PR,Planaltina do Paraná,4263
PR,Planalto,13479
PR,Ponta Grossa,351736
PR,Pontal do Paraná,27284
PR,Porecatu,12914
PR,Porto Amazonas,4848
PR,Porto Barreiro,3237
PR,Porto Rico,2559
PR,Porto Vitória,4065
PR,Prado Ferreira,3753
PR,Pranchita,5157
PR,Presidente Castelo Branco,5306
PR,Primeiro de Maio,11123
PR,Prudentópolis,52241
PR,Quarto Centenário,4512
PR,Quatiguá,7449
PR,Quatro Barras,23559
PR,Quatro Pontes,4015
PR,Quedas do Iguaçu,34103
PR,Querência do Norte,12206
PR,Quinta do Sol,4573
PR,Quitandinha,19049
PR,Ramilândia,4451
PR,Rancho Alegre,3808
PR,Rancho Alegre D'Oeste,2655
PR,Realeza,16922
PR,Rebouças,14899
PR,Renascença,6802
PR,Reserva,26715
PR,Reserva do Iguaçu,8010
PR,Ribeirão Claro,10668
PR,Ribeirão do Pinhal,13029
PR,Rio Azul,15236
PR,Rio Bom,3203
PR,Rio Bonito do Iguaçu,13269
PR,Rio Branco do Ivaí,4096
PR,Rio Branco do Sul,32397
PR,Rio Negro,34170
PR,Rolândia,66580
PR,Roncador,9849
PR,Rondon,9579
PR,Rosário do Ivaí,4786
PR,Sabáudia,6827
PR,Salgado Filho,3580
PR,Salto do Itararé,4935
PR,Salto do Lontra,14785
PR,Santa Amélia,3324
PR,Santa Cecília do Pavão,3334
PR,Santa Cruz de Monte Castelo,7800
PR,Santa Fé,12037
PR,Santa Helena,26490
PR,Santa Inês,1596
PR,Santa Isabel do Ivaí,8562
PR,Santa Izabel do Oeste,14659
PR,Santa Lúcia,3813
PR,Santa Maria do Oeste,9615
PR,Santa Mariana,11724
PR,Santa Mônica,3981
PR,Santana do Itararé,4992
PR,Santa Tereza do Oeste,10139
PR,Santa Terezinha de Itaipu,23465
PR,Santo Antônio da Platina,45993
PR,Santo Antônio do Caiuá,2641
PR,Santo Antônio do Paraíso,2106
PR,Santo Antônio do Sudoeste,20166
PR,Santo Inácio,5438
PR,São Carlos do Ivaí,6878
PR,São Jerônimo da Serra,11170
PR,São João,10241
PR,São João do Caiuá,5855
PR,São João do Ivaí,10219
PR,São João do Triunfo,15120
PR,São Jorge d'Oeste,9050
PR,São Jorge do Ivaí,5551
PR,São Jorge do Patrocínio,5641
PR,São José da Boa Vista,6206
PR,São José das Palmeiras,3654
PR,São José dos Pinhais,323340
PR,São Manoel do Paraná,2160
PR,São Mateus do Sul,46261
PR,São Miguel do Iguaçu,27452
PR,São Pedro do Iguaçu,5897
PR,São Pedro do Ivaí,10981
PR,São Pedro do Paraná,2313
PR,São Sebastião da Amoreira,8853
PR,São Tomé,5722
PR,Sapopema,6736
PR,Sarandi,96688
PR,Saudade do Iguaçu,5500
PR,Sengés,19327
PR,Serranópolis do Iguaçu,4495
PR,Sertaneja,5284
PR,Sertanópolis,16369
PR,Siqueira Campos,21016
PR,Sulina,2981
PR,Tamarana,14797
PR,Tamboara,5120
PR,Tapejara,16205
PR,Tapira,5539
PR,Teixeira Soares,12367
PR,Telêmaco Borba,78974
PR,Terra Boa,17094
PR,Terra Rica,16789
PR,Terra Roxa,17481
PR,Tibagi,20522
PR,Tijucas do Sul,16868
PR,Toledo,140635
PR,Tomazina,7918
PR,Três Barras do Paraná,12040
PR,Tunas do Paraná,8769
PR,Tuneiras do Oeste,8566
PR,Tupãssi,8124
PR,Turvo,13215
PR,Ubiratã,21013
PR,Umuarama,111557
PR,União da Vitória,57517
PR,Uniflor,2605
PR,Uraí,11314
PR,Wenceslau Braz,19414
PR,Ventania,11892
PR,Vera Cruz do Oeste,8521
PR,Verê,7257
PR,Alto Paraíso,2741
PR,Doutor Ulysses,5580
PR,Virmond,4023
PR,Vitorino,6838
PR,Xambrê,5679
SC,Abdon Batista,2563
SC,Abelardo Luz,17904
SC,Agrolândia,10864
SC,Agronômica,5448
SC,Água Doce,7145
SC,Águas de Chapecó,6486
SC,Águas Frias,2366
SC,Águas Mornas,6469
SC,Alfredo Wagner,10036
SC,Alto Bela Vista,1937
SC,Anchieta,5638
SC,Angelina,4801
SC,Anita Garibaldi,7133
SC,Anitápolis,3232
SC,Antônio Carlos,8513
SC,Apiúna,10743
SC,Arabutã,4267
SC,Araquari,38129
SC,Araranguá,68228
SC,Armazém,8674
SC,Arroio Trinta,3550
SC,Arvoredo,2240
SC,Ascurra,7934
SC,Atalanta,3210
SC,Aurora,5679
SC,Balneário Arroio do Silva,13071
SC,Balneário Camboriú,142295
SC,Balneário Barra do Sul,10795
SC,Balneário Gaivota,10979
SC,Bandeirante,2678
SC,Barra Bonita,1677
SC,Barra Velha,29168
SC,Bela Vista do Toldo,6337
SC,Belmonte,2706
SC,Benedito Novo,11652
SC,Biguaçu,68481
SC,Blumenau,357199
SC,Bocaina do Sul,3474
SC,Bombinhas,19769
SC,Bom Jardim da Serra,4743
SC,Bom Jesus,3010
SC,Bom Jesus do Oeste,2142
SC,Bom Retiro,9966
SC,Botuverá,5246
SC,Braço do Norte,33450
SC,Braço do Trombudo,3743
SC,Brunópolis,2420
SC,Brusque,134723
SC,Caçador,78595
SC,Caibi,6148
SC,Calmon,3346
SC,Camboriú,82989
SC,Capão Alto,2525
SC,Campo Alegre,11978
SC,Campo Belo do Sul,7016
SC,Campo Erê,8526
SC,Campos Novos,36244
SC,Canelinha,12240
SC,Canoinhas,54401
SC,Capinzal,22848
SC,Capivari de Baixo,24871
SC,Catanduvas,10861
SC,Caxambu do Sul,3642
SC,Celso Ramos,2728
SC,Cerro Negro,3124
SC,Chapadão do Lageado,2988
SC,Chapecó,220367
SC,Cocal do Sul,16684
SC,Concórdia,74641
SC,Cordilheira Alta,4453
SC,Coronel Freitas,9981
SC,Coronel Martins,2549
SC,Corupá,15909
SC,Correia Pinto,12795
SC,Criciúma,215186
SC,Cunha Porã,11086
SC,Cunhataí,1962
SC,Curitibanos,39745
SC,Descanso,8250
SC,Dionísio Cerqueira,15498
SC,Dona Emma,4146
SC,Doutor Pedrinho,4064
SC,Entre Rios,3203
SC,Ermo,2063
SC,Erval Velho,4412
SC,Faxinal dos Guedes,10667
SC,Flor do Sertão,1582
SC,Florianópolis,500973
SC,Formosa do Sul,2510
SC,Forquilhinha,26793
SC,Fraiburgo,36443
SC,Frei Rogério,2023
SC,Galvão,2873
SC,Garopaba,23078
SC,Garuva,18145
SC,Gaspar,69639
SC,Governador Celso Ramos,14471
SC,Grão Pará,6569
SC,Gravatal,11501
SC,Guabiruba,23832
SC,Guaraciaba,10090
SC,Guaramirim,44819
SC,Guarujá do Sul,5160
SC,Guatambú,4704
SC,Herval d'Oeste,22606
SC,Ibiam,1957
SC,Ibicaré,3202
SC,Ibirama,18950
SC,Içara,56421
SC,Ilhota,14184
SC,Imaruí,10135
SC,Imbituba,44853
SC,Imbuia,6197
SC,Indaial,69425
SC,Iomerê,2945
SC,Ipira,4446
SC,Iporã do Oeste,8996
SC,Ipuaçu,7514
SC,Ipumirim,7593
SC,Iraceminha,3976
SC,Irani,10419
SC,Irati,1930
SC,Irineópolis,11222
SC,Itá,6169
SC,Itaiópolis,21669
SC,Itajaí,219536
SC,Itapema,65312
SC,Itapiranga,16872
SC,Itapoá,20576
SC,Ituporanga,25086
SC,Jaborá,3936
SC,Jacinto Machado,10416
SC,Jaguaruna,20024
SC,Jaraguá do Sul,177697
SC,Jardinópolis,1570
SC,Joaçaba,30118
SC,Joinville,590466
SC,José Boiteux,4997
SC,Jupiá,2101
SC,Lacerdópolis,2246
SC,Lages,157544
SC,Laguna,45814
SC,Lajeado Grande,1427
SC,Laurentino,6970
SC,Lauro Muller,15244
SC,Lebon Régis,12107
SC,Leoberto Leal,3041
SC,Lindóia do Sul,4563
SC,Lontras,12130
SC,Luiz Alves,12859
SC,Luzerna,5685
SC,Macieira,1775
SC,Mafra,56292
SC,Major Gercino,3442
SC,Major Vieira,8103
SC,Maracajá,7293
SC,Maravilha,25762
SC,Marema,1797
SC,Massaranduba,16916
SC,Matos Costa,2520
SC,Meleiro,7015
SC,Mirim Doce,2309
SC,Modelo,4209
SC,Mondaí,11742
SC,Monte Carlo,9866
SC,Monte Castelo,8275
SC,Morro da Fumaça,17796
SC,Morro Grande,2893
SC,Navegantes,81475
SC,Nova Erechim,5019
SC,Nova Itaberaba,4331
SC,Nova Trento,14549
SC,Nova Veneza,15166
SC,Novo Horizonte,2442
SC,Orleans,22912
SC,Otacílio Costa,18744
SC,Ouro,7295
SC,Ouro Verde,2217
SC,Paial,1505
SC,Painel,2359
SC,Palhoça,171797
SC,Palma Sola,7423
SC,Palmeira,2627
SC,Palmitos,16169
SC,Papanduva,19320
SC,Paraíso,3437
SC,Passo de Torres,8823
SC,Passos Maia,4147
SC,Paulo Lopes,7494
SC,Pedras Grandes,3976
SC,Penha,32531
SC,Peritiba,2787
SC,Pescaria Brava,10091
SC,Petrolândia,5937
SC,Balneário Piçarras,23147
SC,Pinhalzinho,20313
SC,Pinheiro Preto,3555
SC,Piratuba,3854
SC,Planalto Alegre,2870
SC,Pomerode,33447
SC,Ponte Alta,4682
SC,Ponte Alta do Norte,3414
SC,Ponte Serrada,11593
SC,Porto Belo,21388
SC,Porto União,35398
SC,Pouso Redondo,17453
SC,Praia Grande,7319
SC,Presidente Castello Branco,1568
SC,Presidente Getúlio,17471
SC,Presidente Nereu,2287
SC,Princesa,2924
SC,Quilombo,9887
SC,Rancho Queimado,2878
SC,Rio das Antas,6205
SC,Rio do Campo,5940
SC,Rio do Oeste,7489
SC,Rio dos Cedros,11676
SC,Rio do Sul,71061
SC,Rio Fortuna,4611
SC,Rio Negrinho,42302
SC,Rio Rufino,2483
SC,Riqueza,4598
SC,Rodeio,11551
SC,Romelândia,4786
SC,Salete,7642
SC,Saltinho,3781
SC,Salto Veloso,4718
SC,Sangão,12678
SC,Santa Cecília,16830
SC,Santa Helena,2223
SC,Santa Rosa de Lima,2142
SC,Santa Rosa do Sul,8358
SC,Santa Terezinha,8787
SC,Santa Terezinha do Progresso,2428
SC,Santiago do Sul,1260
SC,Santo Amaro da Imperatriz,23245
SC,São Bernardino,2336
SC,São Bento do Sul,84507
SC,São Bonifácio,2838
SC,São Carlos,11281
SC,São Cristovão do Sul,5549
SC,São Domingos,9445
SC,São Francisco do Sul,52721
SC,São João do Oeste,6381
SC,São João Batista,37424
SC,São João do Itaperiú,3733
SC,São João do Sul,7297
SC,São Joaquim,26952
SC,São José,246586
SC,São José do Cedro,13829
SC,São José do Cerrito,8295
SC,São Lourenço do Oeste,24076
SC,São Ludgero,13410
SC,São Martinho,3180
SC,São Miguel da Boa Vista,1820
SC,São Miguel do Oeste,40482
SC,São Pedro de Alcântara,5823
SC,Saudades,9745
SC,Schroeder,21365
SC,Seara,17541
SC,Serra Alta,3263
SC,Siderópolis,14007
SC,Sombrio,30374
SC,Sul Brasil,2461
SC,Taió,18395
SC,Tangará,8676
SC,Tigrinhos,1633
SC,Tijucas,38407
SC,Timbé do Sul,5348
SC,Timbó,44238
SC,Timbó Grande,7877
SC,Três Barras,19275
SC,Treviso,3929
SC,Treze de Maio,7081
SC,Treze Tílias,7840
SC,Trombudo Central,7360
SC,Tubarão,105686
SC,Tunápolis,4543
SC,Turvo,12899
SC,União do Oeste,2464
SC,Urubici,11235
SC,Urupema,2465
SC,Urussanga,21268
SC,Vargeão,3573
SC,Vargem,2477
SC,Vargem Bonita,4492
SC,Vidal Ramos,6338
SC,Videira,53065
SC,Vitor Meireles,4979
SC,Witmarsum,3965
SC,Xanxerê,50982
SC,Xavantina,3933
SC,Xaxim,28706
SC,Zortéa,3363
SC,Balneário Rincão,12760
RS,Aceguá,4901
RS,Água Santa,3748
RS,Agudo,16461
RS,Ajuricaba,7024
RS,Alecrim,5950
RS,Alegrete,73589
RS,Alegria,3464
RS,Almirante Tamandaré do Sul,1964
RS,Alpestre,6258
RS,Alto Alegre,1638
RS,Alto Feliz,3028
RS,Alvorada,210305
RS,Amaral Ferrador,7031
RS,Ametista do Sul,7409
RS,André da Rocha,1333
RS,Anta Gorda,5981
RS,Antônio Prado,13050
RS,Arambaré,3581
RS,Araricá,5698
RS,Aratiba,6235
RS,Arroio do Meio,20805
RS,Arroio do Sal,10065
RS,Arroio do Padre,2937
RS,Arroio dos Ratos,14151
RS,Arroio do Tigre,13373
RS,Arroio Grande,18293
RS,Arvorezinha,10424
RS,Augusto Pestana,6661
RS,Áurea,3554
RS,Bagé,121143
RS,Balneário Pinhal,14068
RS,Barão,6171
RS,Barão de Cotegipe,6623
RS,Barão do Triunfo,7487
RS,Barracão,5275
RS,Barra do Guarita,3248
RS,Barra do Quaraí,4215
RS,Barra do Ribeiro,13491
RS,Barra do Rio Azul,1690
RS,Barra Funda,2539
RS,Barros Cassal,11199
RS,Benjamin Constant do Sul,1994
RS,Bento Gonçalves,120454
RS,Boa Vista das Missões,2098
RS,Boa Vista do Buricá,6712
RS,Boa Vista do Cadeado,2470
RS,Boa Vista do Incra,2603
RS,Boa Vista do Sul,2783
RS,Bom Jesus,11349
RS,Bom Princípio,14055
RS,Bom Progresso,1942
RS,Bom Retiro do Sul,12328
RS,Boqueirão do Leão,7714
RS,Bossoroca,6279
RS,Bozano,2123
RS,Braga,3353
RS,Brochier,5074
RS,Butiá,20941
RS,Caçapava do Sul,33624
RS,Cacequi,12561
RS,Cachoeira do Sul,82201
RS,Cachoeirinha,130293
RS,Cacique Doble,5065
RS,Caibaté,4846
RS,Caiçara,4743
RS,Camaquã,66261
RS,Camargo,2733
RS,Cambará do Sul,6431
RS,Campestre da Serra,3388
RS,Campina das Missões,5474
RS,Campinas do Sul,5454
RS,Campo Bom,66712
RS,Campo Novo,4484
RS,Campos Borges,3320
RS,Candelária,31365
RS,Cândido Godói,6198
RS,Candiota,9584
RS,Canela,44998
RS,Canguçu,56045
RS,Canoas,346616
RS,Canudos do Vale,1716
RS,Capão Bonito do Sul,1654
RS,Capão da Canoa,53049
RS,Capão do Cipó,3651
RS,Capão do Leão,25354
RS,Capivari do Sul,4660
RS,Capela de Santana,11940
RS,Capitão,2757
RS,Carazinho,62110
RS,Caraá,8270
RS,Carlos Barbosa,29833
RS,Carlos Gomes,1377
RS,Casca,9031
RS,Caseiros,3202
RS,Catuípe,8774
RS,Caxias do Sul,510906
RS,Centenário,2891
RS,Cerrito,6091
RS,Cerro Branco,4691
RS,Cerro Grande,2311
RS,Cerro Grande do Sul,12239
RS,Cerro Largo,14133
RS,Chapada,9269
RS,Charqueadas,40789
RS,Charrua,3279
RS,Chiapetta,3756
RS,Chuí,6704
RS,Chuvisca,5441
RS,Cidreira,16254
RS,Ciríaco,4747
RS,Colinas,2438
RS,Colorado,3175
RS,Condor,6753
RS,Constantina,9911
RS,Coqueiro Baixo,1501
RS,Coqueiros do Sul,2306
RS,Coronel Barros,2519
RS,Coronel Bicaco,7325
RS,Coronel Pilar,1628
RS,Cotiporã,3853
RS,Coxilha,2756
RS,Crissiumal,13448
RS,Cristal,8009
RS,Cristal do Sul,2847
RS,Cruz Alta,60299
RS,Cruzaltense,1833
RS,Cruzeiro do Sul,12348
RS,David Canabarro,4740
RS,Derrubadas,2805
RS,Dezesseis de Novembro,2427
RS,Dilermando de Aguiar,3014
RS,Dois Irmãos,32671
RS,Dois Irmãos das Missões,2026
RS,Dois Lajeados,3400
RS,Dom Feliciano,15414
RS,Dom Pedro de Alcântara,2534
RS,Dom Pedrito,38461
RS,Dona Francisca,3041
RS,Doutor Maurício Cardoso,4549
RS,Doutor Ricardo,1983
RS,Eldorado do Sul,41285
RS,Encantado,22706
RS,Encruzilhada do Sul,25877
RS,Engenho Velho,1034
RS,Entre-Ijuís,8475
RS,Entre Rios do Sul,2792
RS,Erebango,2991
RS,Erechim,105862
RS,Ernestina,3168
RS,Herval,6821
RS,Erval Grande,4859
RS,Erval Seco,6912
RS,Esmeralda,3282
RS,Esperança do Sul,2926
RS,Espumoso,15588
RS,Estação,5958
RS,Estância Velha,50022
RS,Esteio,83202
RS,Estrela,34116
RS,Estrela Velha,3655
RS,Eugênio de Castro,2396
RS,Fagundes Varela,2731
RS,Farroupilha,72331
RS,Faxinal do Soturno,6677
RS,Faxinalzinho,2315
RS,Fazenda Vilanova,4533
RS,Feliz,13547
RS,Flores da Cunha,30745
RS,Floriano Peixoto,1766
RS,Fontoura Xavier,10304
RS,Formigueiro,6664
RS,Forquetinha,2412
RS,Fortaleza dos Valos,4320
RS,Frederico Westphalen,31313
RS,Garibaldi,35070
RS,Garruchos,2924
RS,Gaurama,5534
RS,General Câmara,8385
RS,Gentil,1634
RS,Getúlio Vargas,16212
RS,Giruá,16004
RS,Glorinha,8098
RS,Gramado,36232
RS,Gramado dos Loureiros,2082
RS,Gramado Xavier,4325
RS,Gravataí,281519
RS,Guabiju,1503
RS,Guaíba,98143
RS,Guaporé,25727
RS,Guarani das Missões,7537
RS,Harmonia,4866
RS,Herveiras,3018
RS,Horizontina,19329
RS,Hulha Negra,6776
RS,Humaitá,4762
RS,Ibarama,4406
RS,Ibiaçá,4709
RS,Ibiraiaras,7262
RS,Ibirapuitã,4013
RS,Ibirubá,20350
RS,Igrejinha,36899
RS,Ijuí,83475
RS,Ilópolis,4078
RS,Imbé,22800
RS,Imigrante,3120
RS,Independência,6167
RS,Inhacorá,2226
RS,Ipê,6640
RS,Ipiranga do Sul,1889
RS,Iraí,7241
RS,Itaara,5499
RS,Itacurubi,3465
RS,Itapuca,2094
RS,Itaqui,37620
RS,Itati,2419
RS,Itatiba do Sul,3324
RS,Ivorá,1910
RS,Ivoti,24293
RS,Jaboticaba,3810
RS,Jacuizinho,2692
RS,Jacutinga,3561
RS,Jaguarão,26680
RS,Jaguari,10848
RS,Jaquirana,3716
RS,Jari,3503
RS,Jóia,8560
RS,Júlio de Castilhos,19293
RS,Lagoa Bonita do Sul,2903
RS,Lagoão,6452
RS,Lagoa dos Três Cantos,1609
RS,Lagoa Vermelha,27807
RS,Lajeado,84014
RS,Lajeado do Bugre,2564
RS,Lavras do Sul,7480
RS,Liberato Salzano,5219
RS,Lindolfo Collor,6054
RS,Linha Nova,1714
RS,Machadinho,5445
RS,Maçambará,4587
RS,Mampituba,2981
RS,Manoel Viana,7299
RS,Maquiné,6714
RS,Maratá,2691
RS,Marau,44161
RS,Marcelino Ramos,4402
RS,Mariana Pimentel,3885
RS,Mariano Moro,2031
RS,Marques de Souza,4009
RS,Mata,4823
RS,Mato Castelhano,2540
RS,Mato Leitão,4515
RS,Mato Queimado,1648
RS,Maximiliano de Almeida,4377
RS,Minas do Leão,8075
RS,Miraguaí,4925
RS,Montauri,1453
RS,Monte Alegre dos Campos,3226
RS,Monte Belo do Sul,2548
RS,Montenegro,65264
RS,Mormaço,3085
RS,Morrinhos do Sul,2949
RS,Morro Redondo,6568
RS,Morro Reuter,6407
RS,Mostardas,12804
RS,Muçum,4954
RS,Muitos Capões,3162
RS,Muliterno,1893
RS,Não-Me-Toque,17624
RS,Nicolau Vergueiro,1682
RS,Nonoai,11695
RS,Nova Alvorada,3625
RS,Nova Araçá,4759
RS,Nova Bassano,9916
RS,Nova Boa Vista,1775
RS,Nova Bréscia,3330
RS,Nova Candelária,2698
RS,Nova Esperança do Sul,5352
RS,Nova Hartz,21615
RS,Nova Pádua,2553
RS,Nova Palma,6512
RS,Nova Petrópolis,21353
RS,Nova Prata,27257
RS,Nova Ramada,2242
RS,Nova Roma do Sul,3689
RS,Nova Santa Rita,29300
RS,Novo Cabrais,4196
RS,Novo Hamburgo,246748
RS,Novo Machado,3323
RS,Novo Tiradentes,2211
RS,Novo Xingu,1719
RS,Novo Barreiro,4164
RS,Osório,45994
RS,Paim Filho,3828
RS,Palmares do Sul,11318
RS,Palmeira das Missões,33303
RS,Palmitinho,7057
RS,Panambi,43667
RS,Pantano Grande,9174
RS,Paraí,7657
RS,Paraíso do Sul,7611
RS,Pareci Novo,3837
RS,Parobé,58272
RS,Passa Sete,5702
RS,Passo do Sobrado,6535
RS,Passo Fundo,203275
RS,Paulo Bento,2293
RS,Paverama,8487
RS,Pedras Altas,1982
RS,Pedro Osório,7730
RS,Pejuçara,3874
RS,Pelotas,342405
RS,Picada Café,5742
RS,Pinhal,2579
RS,Pinhal da Serra,1941
RS,Pinhal Grande,4350
RS,Pinheirinho do Vale,4871
RS,Pinheiro Machado,12271
RS,Pinto Bandeira,3003
RS,Pirapó,2304
RS,Piratini,20663
RS,Planalto,10084
RS,Poço das Antas,2098
RS,Pontão,3904
RS,Ponte Preta,1547
RS,Portão,37079
RS,Porto Alegre,1483771
RS,Porto Lucena,4678
RS,Porto Mauá,2374
RS,Porto Vera Cruz,1360
RS,Porto Xavier,10246
RS,Pouso Novo,1639
RS,Presidente Lucena,2901
RS,Progresso,6244
RS,Protásio Alves,1947
RS,Putinga,3919
RS,Quaraí,22687
RS,Quatro Irmãos,1849
RS,Quevedos,2788
RS,Quinze de Novembro,3796
RS,Redentora,11549
RS,Relvado,2090
RS,Restinga Sêca,15789
RS,Rio dos Índios,2752
RS,Rio Grande,211005
RS,Rio Pardo,38275
RS,Riozinho,4653
RS,Roca Sales,11393
RS,Rodeio Bonito,5867
RS,Rolador,2323
RS,Rolante,21349
RS,Ronda Alta,10601
RS,Rondinha,5130
RS,Roque Gonzales,6847
RS,Rosário do Sul,39422
RS,Sagrada Família,2609
RS,Saldanha Marinho,2650
RS,Salto do Jacuí,12449
RS,Salvador das Missões,2733
RS,Salvador do Sul,7799
RS,Sananduva,16270
RS,Santa Bárbara do Sul,7994
RS,Santa Cecília do Sul,1639
RS,Santa Clara do Sul,6603
RS,Santa Cruz do Sul,130416
RS,Santa Maria,282123
RS,Santa Maria do Herval,6331
RS,Santa Margarida do Sul,2562
RS,Santana da Boa Vista,8098
RS,Sant'Ana do Livramento,77027
RS,Santa Rosa,73254
RS,Santa Tereza,1729
RS,Santa Vitória do Palmar,29676
RS,Santiago,49425
RS,Santo Ângelo,77593
RS,Santo Antônio do Palma,2128
RS,Santo Antônio da Patrulha,42894
RS,Santo Antônio das Missões,10175
RS,Santo Antônio do Planalto,2019
RS,Santo Augusto,13885
RS,Santo Cristo,14257
RS,Santo Expedito do Sul,2324
RS,São Borja,60282
RS,São Domingos do Sul,3074
RS,São Francisco de Assis,18335
RS,São Francisco de Paula,21710
RS,São Gabriel,62105
RS,São Jerônimo,24248
RS,São João da Urtiga,4657
RS,São João do Polêsine,2552
RS,São Jorge,2824
RS,São José das Missões,2537
RS,São José do Herval,1971
RS,São José do Hortêncio,4804
RS,São José do Inhacorá,2073
RS,São José do Norte,27568
RS,São José do Ouro,6933
RS,São José do Sul,2408
RS,São José dos Ausentes,3527
RS,São Leopoldo,236835
RS,São Lourenço do Sul,43582
RS,São Luiz Gonzaga,33468
RS,São Marcos,21556
RS,São Martinho,5426
RS,São Martinho da Serra,3234
RS,São Miguel das Missões,7673
RS,São Nicolau,5265
RS,São Paulo das Missões,5790
RS,São Pedro da Serra,3801
RS,São Pedro das Missões,2009
RS,São Pedro do Butiá,2947
RS,São Pedro do Sul,16198
RS,São Sebastião do Caí,25685
RS,São Sepé,23621
RS,São Valentim,3299
RS,São Valentim do Sul,2242
RS,São Valério do Sul,2727
RS,São Vendelino,2243
RS,São Vicente do Sul,8721
RS,Sapiranga,81734
RS,Sapucaia do Sul,141075
RS,Sarandi,24489
RS,Seberi,10750
RS,Sede Nova,2907
RS,Segredo,7421
RS,Selbach,5100
RS,Senador Salgado Filho,2779
RS,Sentinela do Sul,5581
RS,Serafina Corrêa,17502
RS,Sério,1962
RS,Sertão,5415
RS,Sertão Santana,6486
RS,Sete de Setembro,1970
RS,Severiano de Almeida,3657
RS,Silveira Martins,2384
RS,Sinimbu,10172
RS,Sobradinho,14967
RS,Soledade,31002
RS,Tabaí,4719
RS,Tapejara,24111
RS,Tapera,10584
RS,Tapes,17300
RS,Taquara,57466
RS,Taquari,26862
RS,Taquaruçu do Sul,3072
RS,Tavares,5481
RS,Tenente Portela,13485
RS,Terra de Areia,11204
RS,Teutônia,33232
RS,Tio Hugo,3030
RS,Tiradentes do Sul,5704
RS,Toropi,2806
RS,Torres,38732
RS,Tramandaí,51715
RS,Travesseiro,2336
RS,Três Arroios,2668
RS,Três Cachoeiras,11053
RS,Três Coroas,28220
RS,Três de Maio,23906
RS,Três Forquilhas,2697
